Time, Quadrant Number, Ball Colour, Event Type
101.77, 2, red, Exit
101.77, 1, red, Exit
101.80, 4, red, Exit
101.80, 2, red, Exit
101.83, 4, red, Exit
101.83, 2, red, Exit
101.87, 4, red, Exit
101.87, 2, red, Exit
101.90, 4, red, Exit
101.90, 2, red, Exit
101.93, 4, red, Exit
101.93, 2, red, Exit
101.97, 4, red, Exit
102.00, 1, red, Exit
102.03, 4, red, Exit
102.03, 2, red, Exit
102.07, 4, red, Exit
102.07, 2, red, Exit
102.10, 4, red, Exit
102.10, 2, red, Exit
102.10, 4, white, Exit
102.10, 2, white, Exit
102.13, 4, red, Exit
102.13, 2, red, Exit
102.17, 4, red, Exit
102.17, 2, red, Exit
102.20, 3, red, Exit
102.20, 4, red, Exit
102.20, 2, red, Exit
102.23, 4, red, Exit
102.23, 2, red, Exit
102.23, 4, white, Exit
102.23, 2, white, Exit
102.27, 4, red, Exit
102.27, 2, red, Exit
102.30, 3, red, Exit
102.30, 4, red, Exit
102.53, 4, white, Exit
102.53, 2, white, Exit
102.60, 2, red, Exit
102.63, 4, red, Exit
102.63, 2, red, Exit
102.67, 4, red, Exit
102.67, 2, red, Exit
102.70, 4, red, Exit
102.70, 2, red, Exit
102.73, 3, red, Exit
102.73, 4, red, Exit
102.77, 3, red, Exit
102.77, 4, red, Exit
102.77, 2, red, Exit
102.80, 3, red, Exit
102.80, 4, red, Exit
102.80, 2, red, Exit
102.83, 4, red, Exit
102.93, 2, red, Exit
102.97, 4, red, Exit
102.97, 2, red, Exit
103.00, 4, red, Exit
103.07, 2, red, Exit
103.10, 4, red, Exit
103.13, 3, red, Exit
103.13, 4, red, Exit
103.20, 3, red, Exit
103.20, 4, red, Exit
103.47, 3, red, Exit
103.47, 4, red, Exit
103.57, 2, red, Exit
103.60, 3, red, Exit
103.60, 4, red, Exit
103.60, 2, red, Exit
103.63, 3, red, Exit
103.63, 4, red, Exit
103.67, 3, red, Exit
103.67, 4, red, Exit
103.70, 3, red, Exit
103.70, 4, red, Exit
103.73, 3, red, Exit
103.73, 4, red, Exit
103.77, 3, red, Exit
103.77, 4, red, Exit
103.77, 1, red, Exit
103.80, 3, red, Exit
103.80, 4, red, Exit
103.80, 1, red, Exit
103.83, 3, red, Exit
103.83, 4, red, Exit
103.83, 1, red, Exit
103.87, 3, red, Exit
103.87, 4, red, Exit
103.87, 2, red, Exit
103.90, 4, red, Exit
104.07, 3, red, Exit
104.07, 4, red, Exit
104.10, 3, red, Exit
104.10, 4, red, Exit
104.30, 4, white, Exit
104.30, 2, white, Exit
104.33, 3, red, Exit
104.33, 4, red, Exit
104.37, 3, red, Exit
104.37, 4, red, Exit
104.37, 4, white, Exit
104.37, 2, white, Exit
104.47, 3, red, Exit
104.47, 4, red, Exit
104.53, 3, red, Exit
104.53, 4, red, Exit
104.60, 1, red, Exit
104.63, 4, red, Exit
104.97, 3, red, Exit
104.97, 4, red, Exit
104.97, 4, white, Exit
104.97, 2, white, Exit
105.03, 3, red, Exit
105.03, 4, red, Exit
105.13, 3, red, Exit
105.13, 4, red, Exit
105.30, 3, red, Exit
105.30, 4, red, Exit
105.37, 1, red, Exit
105.40, 3, red, Exit
105.40, 4, red, Exit
105.67, 3, red, Exit
105.67, 4, red, Exit
105.70, 3, red, Exit
105.70, 4, red, Exit
105.73, 3, red, Exit
105.73, 4, red, Exit
105.73, 2, red, Exit
105.77, 3, red, Exit
105.77, 4, red, Exit
105.77, 2, red, Exit
105.80, 4, red, Exit
105.83, 3, red, Exit
105.83, 4, red, Exit
105.90, 3, red, Exit
105.90, 4, red, Exit
105.90, 4, white, Exit
105.90, 2, white, Exit
105.93, 2, red, Exit
105.93, 4, white, Exit
105.93, 2, white, Exit
105.97, 4, red, Exit
105.97, 4, white, Exit
105.97, 2, white, Exit
